# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/overall-score-lowest
# rows: 8475 (excluding this header and the column row)
# ranking: Texas campuses with the lowest overall score in 2025-26
# population: 8,475 campuses of 9,031 campuses are ranked here.
# population: 556 were not rated by TEA for 2025-26 and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
160,8475,27,003907102,Central Elem,Central ISD,F,57,624,https://txschools.net/campus/central-elem-003907102
160,8475,27,123910130,Charlton-Pollard Elem,Beaumont ISD,F,57,417,https://txschools.net/campus/charlton-pollard-elem-123910130
160,8475,27,015838007,Compass Rose Harvest,Compass Rose Public Schools,F,57,471,https://txschools.net/campus/compass-rose-harvest-015838007
160,8475,27,102902103,Crockett Elem,Marshall ISD,F,57,527,https://txschools.net/campus/crockett-elem-102902103
160,8475,27,161914107,Dean Highland Elem,Waco ISD,F,57,573,https://txschools.net/campus/dean-highland-elem-161914107
160,8475,27,068901127,El Magnet at Blackshear,Ector County ISD,F,57,629,https://txschools.net/campus/el-magnet-at-blackshear-068901127
160,8475,27,037904103,Fred Douglass,Jacksonville ISD,F,57,534,https://txschools.net/campus/fred-douglass-037904103
160,8475,27,161914050,G W Carver MS,Waco ISD,F,57,625,https://txschools.net/campus/g-w-carver-ms-161914050
160,8475,27,101912174,Highland Hts Elem,Houston ISD,F,57,422,https://txschools.net/campus/highland-hts-elem-101912174
160,8475,27,228903103,Lansberry Elem,Trinity ISD,F,57,553,https://txschools.net/campus/lansberry-elem-228903103
160,8475,27,015905112,Loma Park Elem,Edgewood ISD,F,57,611,https://txschools.net/campus/loma-park-elem-015905112
160,8475,27,011901110,Lost Pines Elem,Bastrop ISD,F,57,741,https://txschools.net/campus/lost-pines-elem-011901110
160,8475,27,001907101,Northside Pri,Palestine ISD,F,57,393,https://txschools.net/campus/northside-pri-001907101
160,8475,27,146901107,Santa Fe Elem,Cleveland ISD,F,57,1135,https://txschools.net/campus/santa-fe-elem-146901107
160,8475,27,075903102,Schulenburg Elem,Schulenburg ISD,F,57,249,https://txschools.net/campus/schulenburg-elem-075903102
160,8475,27,001907107,Southside Elem,Palestine ISD,F,57,425,https://txschools.net/campus/southside-elem-001907107
160,8475,27,220901113,Swift Elem,Arlington ISD,F,57,471,https://txschools.net/campus/swift-elem-220901113
160,8475,27,227805041,Texas Empowerment Academy,Texas Empowerment Academy,F,57,461,https://txschools.net/campus/texas-empowerment-academy-227805041
160,8475,27,105906118,Uhland Elem,Hays CISD,F,57,776,https://txschools.net/campus/uhland-elem-105906118
