# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/overall-score-gains
# rows: 7283 (excluding this header and the column row)
# ranking: Texas campuses with the largest overall score gains since 2021-22
# population: 7,283 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 363 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# methodology: TEA re-scored 2021-22 under the rules it adopted for 2022-23 and publishes that re-scoring as "2021-22 What If". This ranking reads the re-scored series, so the change spans one consistent methodology rather than a break.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,2021_22,2025_26,enrollment,url
177,7283,28,089901001,Gonzales HS,Gonzales ISD,B,19,62,81,745,https://txschools.net/campus/gonzales-hs-089901001
177,7283,28,057910002,Grand Prairie HS,Grand Prairie ISD,C,19,58,77,2815,https://txschools.net/campus/grand-prairie-hs-057910002
177,7283,28,243905048,Hirschi MS,Wichita Falls ISD,C,19,59,78,567,https://txschools.net/campus/hirschi-ms-243905048
177,7283,28,071901004,Horizon HS,Clint ISD,B,19,69,88,1402,https://txschools.net/campus/horizon-hs-071901004
177,7283,28,101913001,Humble HS,Humble ISD,B,19,63,82,2926,https://txschools.net/campus/humble-hs-101913001
177,7283,28,061912001,Lake Dallas HS,Lake Dallas ISD,A,19,73,92,1227,https://txschools.net/campus/lake-dallas-hs-061912001
177,7283,28,220901003,Lamar HS,Arlington ISD,B,19,62,81,2339,https://txschools.net/campus/lamar-hs-220901003
177,7283,28,170904042,Lynn Lucas MS,Willis ISD,C,19,59,78,844,https://txschools.net/campus/lynn-lucas-ms-170904042
177,7283,28,182903001,Mineral Wells Schools,Mineral Wells ISD,B,19,68,87,3215,https://txschools.net/campus/mineral-wells-schools-182903001
177,7283,28,057912004,Nimitz HS,Irving ISD,B,19,69,88,2253,https://txschools.net/campus/nimitz-hs-057912004
177,7283,28,129902003,North Forney HS,Forney ISD,B,19,66,85,2753,https://txschools.net/campus/north-forney-hs-129902003
177,7283,28,054903041,Ralls MS,Ralls ISD,C,19,52,71,67,https://txschools.net/campus/ralls-ms-054903041
177,7283,28,196903001,Refugio HS,Refugio ISD,B,19,70,89,190,https://txschools.net/campus/refugio-hs-196903001
177,7283,28,128903001,Runge HS,Runge ISD,B,19,64,83,59,https://txschools.net/campus/runge-hs-128903001
177,7283,28,031913042,Santa Maria MS,Santa Maria ISD,B,19,69,88,104,https://txschools.net/campus/santa-maria-ms-031913042
177,7283,28,246911041,Taylor MS,Taylor ISD,B,19,62,81,609,https://txschools.net/campus/taylor-ms-246911041
177,7283,28,220902111,West Birdville Elem,Birdville ISD,B,19,69,88,598,https://txschools.net/campus/west-birdville-elem-220902111
177,7283,28,178915001,West Oso HS,West Oso ISD,A,19,72,91,464,https://txschools.net/campus/west-oso-hs-178915001
206,7283,35,220905002,Arlington Heights HS,Fort Worth ISD,B,18,65,83,1853,https://txschools.net/campus/arlington-heights-hs-220905002
206,7283,35,101912001,Austin HS,Houston ISD,B,18,69,87,977,https://txschools.net/campus/austin-hs-101912001
206,7283,35,072904101,Bluff Dale,Bluff Dale ISD,B,18,69,87,226,https://txschools.net/campus/bluff-dale-072904101
206,7283,35,152901062,Cavazos MS,Lubbock ISD,C,18,61,79,382,https://txschools.net/campus/cavazos-ms-152901062
206,7283,35,042901102,Coleman Elem,Coleman ISD,B,18,70,88,304,https://txschools.net/campus/coleman-elem-042901102
206,7283,35,019901001,DeKalb HS,DeKalb ISD,A,18,72,90,285,https://txschools.net/campus/dekalb-hs-019901001
206,7283,35,101912004,Furr HS,Houston ISD,B,18,67,85,724,https://txschools.net/campus/furr-hs-101912004
206,7283,35,220908107,Glenn Harmon Elem,Mansfield ISD,B,18,68,86,394,https://txschools.net/campus/glenn-harmon-elem-220908107
206,7283,35,068901111,Gonzales Elem,Ector County ISD,B,18,69,87,309,https://txschools.net/campus/gonzales-elem-068901111
206,7283,35,129902111,Griffin Elem,Forney ISD,A,18,72,90,827,https://txschools.net/campus/griffin-elem-129902111
206,7283,35,123914001,Hamshire-Fannett HS,Hamshire-Fannett ISD,A,18,77,95,611,https://txschools.net/campus/hamshire-fannett-hs-123914001
206,7283,35,101903001,Hastings HS,Alief ISD,C,18,57,75,3492,https://txschools.net/campus/hastings-hs-101903001
206,7283,35,237902001,Hempstead HS,Hempstead ISD,C,18,59,77,456,https://txschools.net/campus/hempstead-hs-237902001
206,7283,35,226903123,Lamar Elem,San Angelo ISD,B,18,70,88,533,https://txschools.net/campus/lamar-elem-226903123
206,7283,35,101912324,Liberty HS,Houston ISD,A,18,77,95,314,https://txschools.net/campus/liberty-hs-101912324
206,7283,35,101902003,MacArthur HS,Aldine ISD,C,18,60,78,3256,https://txschools.net/campus/macarthur-hs-101902003
206,7283,35,101912061,Marshall MS,Houston ISD,A,18,73,91,336,https://txschools.net/campus/marshall-ms-101912061
206,7283,35,096904001,Memphis HS,Memphis ISD,B,18,70,88,110,https://txschools.net/campus/memphis-hs-096904001
206,7283,35,221904001,Merkel HS,Merkel ISD,A,18,75,93,298,https://txschools.net/campus/merkel-hs-221904001
206,7283,35,105902043,Miller MS,San Marcos CISD,B,18,65,83,875,https://txschools.net/campus/miller-ms-105902043
206,7283,35,101914009,Morton Ranch HS,Katy ISD,B,18,71,89,2906,https://txschools.net/campus/morton-ranch-hs-101914009
206,7283,35,220905008,North Side HS,Fort Worth ISD,B,18,65,83,1529,https://txschools.net/campus/north-side-hs-220905008
206,7283,35,188901004,Palo Duro HS,Amarillo ISD,A,18,75,93,1815,https://txschools.net/campus/palo-duro-hs-188901004
206,7283,35,068901003,Permian HS,Ector County ISD,B,18,63,81,3829,https://txschools.net/campus/permian-hs-068901003
206,7283,35,061906001,Ponder HS,Ponder ISD,A,18,77,95,560,https://txschools.net/campus/ponder-hs-061906001
206,7283,35,067907001,Ranger HS,Ranger ISD,B,18,68,86,81,https://txschools.net/campus/ranger-hs-067907001
206,7283,35,057916003,Richardson HS,Richardson ISD,A,18,73,91,2610,https://txschools.net/campus/richardson-hs-057916003
206,7283,35,166904001,Rockdale HS,Rockdale ISD,B,18,67,85,421,https://txschools.net/campus/rockdale-hs-166904001
206,7283,35,214903001,Roma HS,Roma ISD,A,18,76,94,1781,https://txschools.net/campus/roma-hs-214903001
206,7283,35,015905125,Stafford Center,Edgewood ISD,C,18,57,75,239,https://txschools.net/campus/stafford-center-015905125
206,7283,35,079910101,Stafford ECC,Stafford MSD,A,18,79,97,428,https://txschools.net/campus/stafford-ecc-079910101
206,7283,35,246911001,Taylor HS,Taylor ISD,B,18,65,83,850,https://txschools.net/campus/taylor-hs-246911001
206,7283,35,220908006,The Phoenix Academy,Mansfield ISD,A,18,74,92,56,https://txschools.net/campus/the-phoenix-academy-220908006
206,7283,35,072901101,Three Way JH/HS,Three Way ISD,C,18,59,77,90,https://txschools.net/campus/three-way-jh-hs-072901101
206,7283,35,101919002,Westfield HS,Spring ISD,C,18,60,78,2140,https://txschools.net/campus/westfield-hs-101919002
206,7283,35,250905001,Yantis School,Yantis ISD,B,18,66,84,151,https://txschools.net/campus/yantis-school-250905001
242,7283,40,178901001,Agua Dulce HS,Agua Dulce ISD,B,17,70,87,231,https://txschools.net/campus/agua-dulce-hs-178901001
242,7283,40,084902001,Ball HS,Galveston ISD,B,17,68,85,1931,https://txschools.net/campus/ball-hs-084902001
242,7283,40,249902110,Boyd Int,Boyd ISD,C,17,61,78,228,https://txschools.net/campus/boyd-int-249902110
242,7283,40,239903001,Burton HS,Burton ISD,A,17,77,94,256,https://txschools.net/campus/burton-hs-239903001
242,7283,40,220907125,Caprock Elem,Keller ISD,A,17,73,90,594,https://txschools.net/campus/caprock-elem-220907125
242,7283,40,178904001,Carroll HS,Corpus Christi ISD,B,17,68,85,1887,https://txschools.net/campus/carroll-hs-178904001
242,7283,40,057905163,Cedar Crest Elem,Dallas ISD,B,17,67,84,469,https://txschools.net/campus/cedar-crest-elem-057905163
242,7283,40,006902001,Claude Schools,Claude ISD,A,17,79,96,311,https://txschools.net/campus/claude-schools-006902001
242,7283,40,152901020,Coronado HS,Lubbock ISD,B,17,72,89,1732,https://txschools.net/campus/coronado-hs-152901020
242,7283,40,163902001,D'Hanis School,D'Hanis ISD,A,17,76,93,297,https://txschools.net/campus/d-hanis-school-163902001
242,7283,40,035901001,Dimmitt HS,Dimmitt ISD,B,17,69,86,331,https://txschools.net/campus/dimmitt-hs-035901001
242,7283,40,174911001,Douglass School,Douglass ISD,A,17,79,96,405,https://txschools.net/campus/douglass-school-174911001
242,7283,40,015907003,Edison HS,San Antonio ISD,B,17,68,85,1212,https://txschools.net/campus/edison-hs-015907003
242,7283,40,241903001,El Campo HS,El Campo ISD,A,17,74,91,985,https://txschools.net/campus/el-campo-hs-241903001
242,7283,40,220905044,Elder MS,Fort Worth ISD,C,17,59,76,615,https://txschools.net/campus/elder-ms-220905044
242,7283,40,101912156,Frost Elem,Houston ISD,B,17,68,85,402,https://txschools.net/campus/frost-elem-101912156
242,7283,40,188901109,Hamlet Elem,Amarillo ISD,B,17,69,86,324,https://txschools.net/campus/hamlet-elem-188901109
242,7283,40,101912051,Hartman MS,Houston ISD,A,17,74,91,568,https://txschools.net/campus/hartman-ms-101912051
242,7283,40,236902002,Huntsville HS,Huntsville ISD,C,17,59,76,1850,https://txschools.net/campus/huntsville-hs-236902002
242,7283,40,057905051,John Lewis Social Justice Academy at O W Holmes,Dallas ISD,B,17,66,83,295,https://txschools.net/campus/john-lewis-social-justice-academy-at-o-w-holmes-057905051
242,7283,40,015915044,Jones MS,Northside ISD,B,17,67,84,946,https://txschools.net/campus/jones-ms-015915044
242,7283,40,101915004,Klein Collins HS,Klein ISD,A,17,76,93,3239,https://txschools.net/campus/klein-collins-hs-101915004
242,7283,40,227913101,Lake Travis Elem,Lake Travis ISD,B,17,66,83,691,https://txschools.net/campus/lake-travis-elem-227913101
242,7283,40,227907002,Manor Excel Academy,Manor ISD,B,17,72,89,152,https://txschools.net/campus/manor-excel-academy-227907002
242,7283,40,169902001,Nocona HS,Nocona ISD,A,17,77,94,240,https://txschools.net/campus/nocona-hs-169902001
242,7283,40,057905024,North Dallas HS,Dallas ISD,B,17,69,86,1170,https://txschools.net/campus/north-dallas-hs-057905024
242,7283,40,090904001,Pampa HS,Pampa ISD,B,17,70,87,958,https://txschools.net/campus/pampa-hs-090904001
242,7283,40,057905284,Personalized Learning Academy at Highland Meadows,Dallas ISD,C,17,58,75,642,https://txschools.net/campus/personalized-learning-academy-at-highland-meadows-057905284
242,7283,40,123908001,Port Neches-Groves HS,Port Neches-Groves ISD,B,17,72,89,1635,https://txschools.net/campus/port-neches-groves-hs-123908001
242,7283,40,021901112,River Bend Elem,College Station ISD,A,17,73,90,531,https://txschools.net/campus/river-bend-elem-021901112
242,7283,40,220901002,Sam Houston HS,Arlington ISD,C,17,59,76,2914,https://txschools.net/campus/sam-houston-hs-220901002
242,7283,40,129910101,Scurry-Rosser Elem,Scurry-Rosser ISD,B,17,71,88,317,https://txschools.net/campus/scurry-rosser-elem-129910101
242,7283,40,235902130,Smith STEM Academy,Victoria ISD,B,17,64,81,476,https://txschools.net/campus/smith-stem-academy-235902130
242,7283,40,072903001,Stephenville HS,Stephenville ISD,A,17,74,91,1073,https://txschools.net/campus/stephenville-hs-072903001
242,7283,40,126903002,Team Sch,Cleburne ISD,A,17,73,90,44,https://txschools.net/campus/team-sch-126903002
242,7283,40,246911107,TH Johnson Elem,Taylor ISD,C,17,62,79,359,https://txschools.net/campus/th-johnson-elem-246911107
242,7283,40,219903041,Tulia JH,Tulia ISD,C,17,58,75,193,https://txschools.net/campus/tulia-jh-219903041
242,7283,40,091906109,Washington Elem,Sherman ISD,C,17,59,76,350,https://txschools.net/campus/washington-elem-091906109
242,7283,40,181906001,West Orange-Stark HS,West Orange-Cove CISD,C,17,61,78,643,https://txschools.net/campus/west-orange-stark-hs-181906001
242,7283,40,227904042,Westview MS,Pflugerville ISD,C,17,59,76,723,https://txschools.net/campus/westview-ms-227904042
242,7283,40,101912127,Woodson School,Houston ISD,A,17,76,93,408,https://txschools.net/campus/woodson-school-101912127
283,7283,51,209901001,Albany Jr-Sr HS,Albany ISD,A,16,76,92,203,https://txschools.net/campus/albany-jr-sr-hs-209901001
283,7283,51,101902001,Aldine HS,Aldine ISD,B,16,69,85,2282,https://txschools.net/campus/aldine-hs-101902001
283,7283,51,249901001,Alvord HS,Alvord ISD,A,16,74,90,238,https://txschools.net/campus/alvord-hs-249901001
283,7283,51,034901001,Atlanta HS,Atlanta ISD,A,16,77,93,485,https://txschools.net/campus/atlanta-hs-034901001
283,7283,51,241901001,Boling HS,Boling ISD,B,16,72,88,336,https://txschools.net/campus/boling-hs-241901001
283,7283,51,239901001,Brenham HS,Brenham ISD,B,16,67,83,1516,https://txschools.net/campus/brenham-hs-239901001
283,7283,51,220920001,Brewer HS,White Settlement ISD,B,16,66,82,2081,https://txschools.net/campus/brewer-hs-220920001
283,7283,51,057905155,C A Tatum Jr Elem,Dallas ISD,B,16,66,82,418,https://txschools.net/campus/c-a-tatum-jr-elem-057905155
283,7283,51,159901004,C C Winn HS,Eagle Pass ISD,B,16,69,85,1781,https://txschools.net/campus/c-c-winn-hs-159901004
283,7283,51,015905118,Cardenas Center,Edgewood ISD,C,16,57,73,234,https://txschools.net/campus/cardenas-center-015905118
283,7283,51,204901001,Coldspring-Oakhurst HS,Coldspring-Oakhurst CISD,B,16,69,85,477,https://txschools.net/campus/coldspring-oakhurst-hs-204901001
283,7283,51,091902001,Collinsville HS,Collinsville ISD,B,16,69,85,320,https://txschools.net/campus/collinsville-hs-091902001
283,7283,51,021902105,Crockett Elem,Bryan ISD,B,16,67,83,453,https://txschools.net/campus/crockett-elem-021902105
283,7283,51,129902106,Crosby Elem,Forney ISD,B,16,69,85,611,https://txschools.net/campus/crosby-elem-129902106
283,7283,51,105906046,D J Red Simon MS,Hays CISD,B,16,64,80,875,https://txschools.net/campus/d-j-red-simon-ms-105906046
283,7283,51,057910132,Delmas F Morton Elem,Grand Prairie ISD,B,16,67,83,536,https://txschools.net/campus/delmas-f-morton-elem-057910132
283,7283,51,084901001,Dickinson HS,Dickinson ISD,A,16,77,93,3755,https://txschools.net/campus/dickinson-hs-084901001
283,7283,51,074905101,Ector Elem,Ector ISD,B,16,66,82,110,https://txschools.net/campus/ector-elem-074905101
283,7283,51,015905140,Gardendale PK 4 SA Early Learning,Edgewood ISD,C,16,57,73,226,https://txschools.net/campus/gardendale-pk-4-sa-early-learning-015905140
283,7283,51,015911102,Harmony Elem,East Central ISD,D,16,53,69,794,https://txschools.net/campus/harmony-elem-015911102
283,7283,51,015911106,Highland Forest Elem,East Central ISD,A,16,77,93,738,https://txschools.net/campus/highland-forest-elem-015911106
283,7283,51,003904001,Huntington HS,Huntington ISD,A,16,79,95,461,https://txschools.net/campus/huntington-hs-003904001
283,7283,51,109907041,Itasca MS,Itasca ISD,C,16,59,75,138,https://txschools.net/campus/itasca-ms-109907041
283,7283,51,129903112,J R Phillips Elem,Kaufman ISD,B,16,69,85,372,https://txschools.net/campus/j-r-phillips-elem-129903112
283,7283,51,119902001,Jacksboro HS,Jacksboro ISD,A,16,79,95,324,https://txschools.net/campus/jacksboro-hs-119902001
283,7283,51,246907001,Jarrell HS,Jarrell ISD,B,16,69,85,1145,https://txschools.net/campus/jarrell-hs-246907001
283,7283,51,210902001,Joaquin Schools,Joaquin ISD,A,16,77,93,695,https://txschools.net/campus/joaquin-schools-210902001
283,7283,51,057909005,Lakeview Centennial HS,Garland ISD,A,16,78,94,2066,https://txschools.net/campus/lakeview-centennial-hs-057909005
283,7283,51,188901114,Lawndale Elem,Amarillo ISD,B,16,69,85,327,https://txschools.net/campus/lawndale-elem-188901114
283,7283,51,220905061,Leadership Academy at Leonard MS,Fort Worth ISD,C,16,59,75,554,https://txschools.net/campus/leadership-academy-at-leonard-ms-220905061
283,7283,51,246911102,Main Street Elem,Taylor ISD,C,16,63,79,490,https://txschools.net/campus/main-street-elem-246911102
283,7283,51,020901002,Manvel HS,Alvin ISD,A,16,76,92,2233,https://txschools.net/campus/manvel-hs-020901002
283,7283,51,082902041,Mary Harper MS,Dilley ISD,B,16,67,83,174,https://txschools.net/campus/mary-harper-ms-082902041
283,7283,51,152901023,Monterey HS,Lubbock ISD,A,16,75,91,2019,https://txschools.net/campus/monterey-hs-152901023
283,7283,51,178904004,Moody HS,Corpus Christi ISD,B,16,68,84,1230,https://txschools.net/campus/moody-hs-178904004
283,7283,51,046901001,New Braunfels HS,New Braunfels ISD,A,16,76,92,1648,https://txschools.net/campus/new-braunfels-hs-046901001
283,7283,51,227907107,Oak Meadows Elem,Manor ISD,C,16,59,75,449,https://txschools.net/campus/oak-meadows-elem-227907107
283,7283,51,057905202,Oran M Roberts Elem,Dallas ISD,C,16,63,79,346,https://txschools.net/campus/oran-m-roberts-elem-057905202
283,7283,51,101917001,Pasadena HS,Pasadena ISD,B,16,73,89,2136,https://txschools.net/campus/pasadena-hs-101917001
283,7283,51,015905141,PK 4 San Antonio,Edgewood ISD,C,16,57,73,6,https://txschools.net/campus/pk-4-san-antonio-015905141
283,7283,51,037907002,Rusk HS,Rusk ISD,B,16,69,85,594,https://txschools.net/campus/rusk-hs-037907002
283,7283,51,227901065,Sadler Means YWLA,Austin ISD,B,16,69,85,222,https://txschools.net/campus/sadler-means-ywla-227901065
283,7283,51,015909001,Somerset HS,Somerset ISD,B,16,69,85,1116,https://txschools.net/campus/somerset-hs-015909001
283,7283,51,247906001,Stockdale HS,Stockdale ISD,A,16,76,92,266,https://txschools.net/campus/stockdale-hs-247906001
283,7283,51,101912077,Thomas MS,Houston ISD,B,16,72,88,366,https://txschools.net/campus/thomas-ms-101912077
283,7283,51,079907012,Thurgood Marshall HS,Fort Bend ISD,B,16,65,81,1548,https://txschools.net/campus/thurgood-marshall-hs-079907012
283,7283,51,101912374,Tinsley Elem,Houston ISD,B,16,73,89,548,https://txschools.net/campus/tinsley-elem-101912374
283,7283,51,111903001,Tolar HS,Tolar ISD,A,16,80,96,277,https://txschools.net/campus/tolar-hs-111903001
283,7283,51,221905001,Trent Independent School District,Trent ISD,B,16,65,81,118,https://txschools.net/campus/trent-independent-school-district-221905001
283,7283,51,108913001,Weslaco HS,Weslaco ISD,A,16,78,94,2720,https://txschools.net/campus/weslaco-hs-108913001
283,7283,51,079907002,Willowridge HS,Fort Bend ISD,C,16,59,75,1132,https://txschools.net/campus/willowridge-hs-079907002
283,7283,51,101913048,Woodcreek MS,Humble ISD,A,16,74,90,1099,https://txschools.net/campus/woodcreek-ms-101913048
335,7283,59,005901001,Archer City HS,Archer City ISD,A,15,78,93,207,https://txschools.net/campus/archer-city-hs-005901001
335,7283,59,217901001,Aspermont Schools,Aspermont ISD,A,15,81,96,210,https://txschools.net/campus/aspermont-schools-217901001
335,7283,59,057904042,Bessie Coleman MS,Cedar Hill ISD,C,15,59,74,447,https://txschools.net/campus/bessie-coleman-ms-057904042
335,7283,59,008903001,Brazos HS,Brazos ISD,A,15,75,90,300,https://txschools.net/campus/brazos-hs-008903001
335,7283,59,215901001,Breckenridge HS,Breckenridge ISD,A,15,76,91,358,https://txschools.net/campus/breckenridge-hs-215901001
335,7283,59,107902001,Brownsboro HS,Brownsboro ISD,B,15,74,89,776,https://txschools.net/campus/brownsboro-hs-107902001
335,7283,59,025902001,Brownwood HS,Brownwood ISD,B,15,74,89,866,https://txschools.net/campus/brownwood-hs-025902001
335,7283,59,084910003,Clear Brook HS,Clear Creek ISD,A,15,78,93,2162,https://txschools.net/campus/clear-brook-hs-084910003
335,7283,59,091902200,Collinsville Elem,Collinsville ISD,B,15,68,83,327,https://txschools.net/campus/collinsville-elem-091902200
335,7283,59,116903001,Commerce HS,Commerce ISD,B,15,73,88,441,https://txschools.net/campus/commerce-hs-116903001
335,7283,59,101906004,Crosby Crossroads Academy,Crosby ISD,B,15,71,86,22,https://txschools.net/campus/crosby-crossroads-academy-101906004
335,7283,59,091906112,Dillingham Elem,Sherman ISD,B,15,69,84,330,https://txschools.net/campus/dillingham-elem-091906112
335,7283,59,220905006,Eastern Hills HS,Fort Worth ISD,C,15,59,74,1171,https://txschools.net/campus/eastern-hills-hs-220905006
335,7283,59,060914102,Fannindel Elem,Fannindel ISD,B,15,69,84,92,https://txschools.net/campus/fannindel-elem-060914102
335,7283,59,086901104,Fredericksburg Pri,Fredericksburg ISD,B,15,74,89,482,https://txschools.net/campus/fredericksburg-pri-086901104
335,7283,59,174903001,Garrison HS,Garrison ISD,A,15,80,95,220,https://txschools.net/campus/garrison-hs-174903001
335,7283,59,167901001,Goldthwaite HS,Goldthwaite ISD,A,15,80,95,152,https://txschools.net/campus/goldthwaite-hs-167901001
335,7283,59,182901001,Gordon School,Gordon ISD,A,15,76,91,240,https://txschools.net/campus/gordon-school-182901001
335,7283,59,116905002,Greenville HS,Greenville ISD,B,15,70,85,1519,https://txschools.net/campus/greenville-hs-116905002
335,7283,59,015907006,Houston HS,San Antonio ISD,B,15,66,81,713,https://txschools.net/campus/houston-hs-015907006
335,7283,59,101912456,HS Ahead Academy,Houston ISD,A,15,79,94,160,https://txschools.net/campus/hs-ahead-academy-101912456
335,7283,59,019909001,James Bowie HS,Simms ISD,A,15,81,96,144,https://txschools.net/campus/james-bowie-hs-019909001
335,7283,59,101912181,Janowski Elem,Houston ISD,B,15,72,87,394,https://txschools.net/campus/janowski-elem-101912181
335,7283,59,220905070,Jean McClung MS,Fort Worth ISD,B,15,69,84,483,https://txschools.net/campus/jean-mcclung-ms-220905070
335,7283,59,108912120,Juan Seguin Elem,La Joya ISD,B,15,71,86,579,https://txschools.net/campus/juan-seguin-elem-108912120
335,7283,59,128902001,Kenedy HS,Kenedy ISD,B,15,69,84,203,https://txschools.net/campus/kenedy-hs-128902001
335,7283,59,014906001,Killeen HS,Killeen ISD,B,15,68,83,1871,https://txschools.net/campus/killeen-hs-014906001
335,7283,59,178904002,King HS,Corpus Christi ISD,B,15,71,86,1231,https://txschools.net/campus/king-hs-178904002
335,7283,59,079901001,Lamar Cons HS,Lamar CISD,B,15,74,89,1414,https://txschools.net/campus/lamar-cons-hs-079901001
335,7283,59,061914001,Little Elm HS,Little Elm ISD,B,15,69,84,2439,https://txschools.net/campus/little-elm-hs-061914001
335,7283,59,113903002,Lovelady JH HS,Lovelady ISD,A,15,78,93,256,https://txschools.net/campus/lovelady-jh-hs-113903002
335,7283,59,220905157,Luella Merrett Elem,Fort Worth ISD,B,15,69,84,471,https://txschools.net/campus/luella-merrett-elem-220905157
335,7283,59,211902102,Mary Allen Elem,Stratford ISD,A,15,77,92,216,https://txschools.net/campus/mary-allen-elem-211902102
335,7283,59,205904001,Mathis HS,Mathis ISD,A,15,77,92,397,https://txschools.net/campus/mathis-hs-205904001
335,7283,59,070915001,Maypearl HS,Maypearl ISD,B,15,68,83,356,https://txschools.net/campus/maypearl-hs-070915001
335,7283,59,080901001,Mt Vernon HS,Mount Vernon ISD,A,15,77,92,450,https://txschools.net/campus/mt-vernon-hs-080901001
335,7283,59,174904002,Nacogdoches HS,Nacogdoches ISD,B,15,68,83,1709,https://txschools.net/campus/nacogdoches-hs-174904002
335,7283,59,171901002,North Plains Opportunity Center,Dumas ISD,A,15,80,95,38,https://txschools.net/campus/north-plains-opportunity-center-171901002
335,7283,59,091913041,Pottsboro MS,Pottsboro ISD,B,15,74,89,454,https://txschools.net/campus/pottsboro-ms-091913041
335,7283,59,101912060,Revere MS,Houston ISD,B,15,68,83,866,https://txschools.net/campus/revere-ms-101912060
335,7283,59,067908001,Rising Star HS,Rising Star ISD,A,15,76,91,81,https://txschools.net/campus/rising-star-hs-067908001
335,7283,59,188902001,River Road HS,River Road ISD,A,15,76,91,351,https://txschools.net/campus/river-road-hs-188902001
