# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/school-progress-highest
# rows: 7238 (excluding this header and the column row)
# ranking: Texas campuses with the highest School Progress in 2025-26
# population: 7,238 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 408 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
106,7238,76,021901004,College View HS,College Station ISD,A,96,84,https://txschools.net/campus/college-view-hs-021901004
106,7238,76,101920048,Cornerstone Academy,Spring Branch ISD,A,96,438,https://txschools.net/campus/cornerstone-academy-101920048
106,7238,76,191901107,Crestview Elem,Canyon ISD,A,96,401,https://txschools.net/campus/crestview-elem-191901107
106,7238,76,240901104,Daiches Elem,Laredo ISD,A,96,392,https://txschools.net/campus/daiches-elem-240901104
106,7238,76,233901005,Del Rio Early College HS,San Felipe-Del Rio CISD,A,96,482,https://txschools.net/campus/del-rio-early-college-hs-233901005
106,7238,76,214903110,Delia Gonzalez Garcia Elem,Roma ISD,A,96,454,https://txschools.net/campus/delia-gonzalez-garcia-elem-214903110
106,7238,76,101917016,Dr Kirk Lewis Career and Technical HS,Pasadena ISD,A,96,1531,https://txschools.net/campus/dr-kirk-lewis-career-and-technical-hs-101917016
106,7238,76,121906101,Evadale Elem,Evadale ISD,A,96,223,https://txschools.net/campus/evadale-elem-121906101
106,7238,76,185902001,Farwell HS,Farwell ISD,A,96,188,https://txschools.net/campus/farwell-hs-185902001
106,7238,76,068901011,George H W Bush New Tech Odessa,Ector County ISD,A,96,427,https://txschools.net/campus/george-h-w-bush-new-tech-odessa-068901011
106,7238,76,187903001,Goodrich HS,Goodrich ISD,A,96,67,https://txschools.net/campus/goodrich-hs-187903001
106,7238,76,057910011,Grand Prairie Collegiate Institute,Grand Prairie ISD,A,96,448,https://txschools.net/campus/grand-prairie-collegiate-institute-057910011
106,7238,76,057910001,Grand Prairie Fine Arts Academy,Grand Prairie ISD,A,96,880,https://txschools.net/campus/grand-prairie-fine-arts-academy-057910001
106,7238,76,220906008,Grapevine-Colleyville Collegiate Academy at Tcc Ne,Grapevine-Colleyville ISD,A,96,373,https://txschools.net/campus/grapevine-colleyville-collegiate-academy-at-tcc-ne-220906008
106,7238,76,101914127,Griffin Elem,Katy ISD,A,96,726,https://txschools.net/campus/griffin-elem-101914127
106,7238,76,101913005,Guy M Sconzo Early College HS,Humble ISD,A,96,505,https://txschools.net/campus/guy-m-sconzo-early-college-hs-101913005
106,7238,76,240901121,H B Zachry Elem,Laredo ISD,A,96,582,https://txschools.net/campus/h-b-zachry-elem-240901121
106,7238,76,015904011,Harlandale ISD STEM ECHS,Harlandale ISD,A,96,369,https://txschools.net/campus/harlandale-isd-stem-echs-015904011
106,7238,76,031903008,Harlingen School of Health Professions,Harlingen CISD,A,96,485,https://txschools.net/campus/harlingen-school-of-health-professions-031903008
106,7238,76,057905073,Henry W Longfellow Career Exploration Academy,Dallas ISD,A,96,525,https://txschools.net/campus/henry-w-longfellow-career-exploration-academy-057905073
106,7238,76,019909001,James Bowie HS,Simms ISD,A,96,144,https://txschools.net/campus/james-bowie-hs-019909001
106,7238,76,101912182,Jefferson Elem,Houston ISD,A,96,282,https://txschools.net/campus/jefferson-elem-101912182
106,7238,76,043919102,Joe V Hart Elem,Lovejoy ISD,A,96,538,https://txschools.net/campus/joe-v-hart-elem-043919102
106,7238,76,057905085,Kathlyn Joy Gilliam Collegiate Academy,Dallas ISD,A,96,346,https://txschools.net/campus/kathlyn-joy-gilliam-collegiate-academy-057905085
106,7238,76,137903001,Kaufer HS,Riviera ISD,A,96,165,https://txschools.net/campus/kaufer-hs-137903001
106,7238,76,220907007,Keller Collegiate Academy,Keller ISD,A,96,254,https://txschools.net/campus/keller-collegiate-academy-220907007
106,7238,76,227901180,Kiker Elem,Austin ISD,A,96,715,https://txschools.net/campus/kiker-elem-227901180
106,7238,76,092903001,Longview HS,Longview ISD,A,96,2317,https://txschools.net/campus/longview-hs-092903001
106,7238,76,083902001,Loop School,Loop ISD,A,96,143,https://txschools.net/campus/loop-school-083902001
106,7238,76,220905085,Marine Creek Collegiate HS,Fort Worth ISD,A,96,293,https://txschools.net/campus/marine-creek-collegiate-hs-220905085
106,7238,76,157901001,Mason HS,Mason ISD,A,96,194,https://txschools.net/campus/mason-hs-157901001
106,7238,76,101920109,Memorial Drive Elem,Spring Branch ISD,A,96,412,https://txschools.net/campus/memorial-drive-elem-101920109
106,7238,76,108908004,Mission Collegiate HS,Mission CISD,A,96,409,https://txschools.net/campus/mission-collegiate-hs-108908004
106,7238,76,071909007,Mission Early College HS,Socorro ISD,A,96,421,https://txschools.net/campus/mission-early-college-hs-071909007
106,7238,76,198906001,Mumford HS,Mumford ISD,A,96,241,https://txschools.net/campus/mumford-hs-198906001
106,7238,76,152902001,New Deal HS,New Deal ISD,A,96,214,https://txschools.net/campus/new-deal-hs-152902001
106,7238,76,154903001,North Zulch Elem/Secondary,North Zulch ISD,A,96,335,https://txschools.net/campus/north-zulch-elem-secondary-154903001
106,7238,76,061902123,Old Settlers Elem,Lewisville ISD,A,96,499,https://txschools.net/campus/old-settlers-elem-061902123
106,7238,76,029901105,Port O'Connor Elem,Calhoun County ISD,A,96,59,https://txschools.net/campus/port-o-connor-elem-029901105
106,7238,76,057916123,Prairie Creek Elem,Richardson ISD,A,96,331,https://txschools.net/campus/prairie-creek-elem-057916123
106,7238,76,214901005,Preparatory for Early College HS,Rio Grande City Grulla ISD,A,96,440,https://txschools.net/campus/preparatory-for-early-college-hs-214901005
106,7238,76,099903001,Quanah HS,Quanah ISD,A,96,127,https://txschools.net/campus/quanah-hs-099903001
106,7238,76,020908009,Robert Turner College and Career HS,Pearland ISD,A,96,1149,https://txschools.net/campus/robert-turner-college-and-career-hs-020908009
106,7238,76,246909015,RRISD Early College HS,Round Rock ISD,A,96,347,https://txschools.net/campus/rrisd-early-college-hs-246909015
106,7238,76,214903105,RT Barrera Elem,Roma ISD,A,96,410,https://txschools.net/campus/rt-barrera-elem-214903105
106,7238,76,137904001,Santa Gertrudis Academy HS,Santa Gertrudis ISD,A,96,386,https://txschools.net/campus/santa-gertrudis-academy-hs-137904001
106,7238,76,101912486,South Early College HS,Houston ISD,A,96,525,https://txschools.net/campus/south-early-college-hs-101912486
106,7238,76,031916041,South Texas ISD Preparatory Academy,South Texas ISD,A,96,813,https://txschools.net/campus/south-texas-isd-preparatory-academy-031916041
106,7238,76,031916005,South Texas ISD Science Academy,South Texas ISD,A,96,870,https://txschools.net/campus/south-texas-isd-science-academy-031916005
106,7238,76,079910003,Stafford STEM Magnet Academy,Stafford MSD,A,96,400,https://txschools.net/campus/stafford-stem-magnet-academy-079910003
106,7238,76,220905086,Tarrant Co College South/Fort Worth Collegiate HS,Fort Worth ISD,A,96,324,https://txschools.net/campus/tarrant-co-college-south-fort-worth-collegiate-hs-220905086
106,7238,76,220905082,Texas Academy of Biomedical,Fort Worth ISD,A,96,368,https://txschools.net/campus/texas-academy-of-biomedical-220905082
