# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/student-achievement-highest
# rows: 8089 (excluding this header and the column row)
# ranking: Texas campuses with the highest Student Achievement in 2025-26
# population: 8,089 campuses of 9,031 campuses are ranked here.
# population: 556 were not rated by TEA for 2025-26 and are not ranked.
# population: 386 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
69,8089,72,087901001,Garden City HS,Glasscock County ISD,A,97,153,https://txschools.net/campus/garden-city-hs-087901001
69,8089,72,014804006,Gateway College Preparatory School,Orenda Charter School,A,97,1678,https://txschools.net/campus/gateway-college-preparatory-school-014804006
69,8089,72,068901011,George H W Bush New Tech Odessa,Ector County ISD,A,97,427,https://txschools.net/campus/george-h-w-bush-new-tech-odessa-068901011
69,8089,72,156905001,Grady School,Grady ISD,A,97,242,https://txschools.net/campus/grady-school-156905001
69,8089,72,057910001,Grand Prairie Fine Arts Academy,Grand Prairie ISD,A,97,880,https://txschools.net/campus/grand-prairie-fine-arts-academy-057910001
69,8089,72,220906008,Grapevine-Colleyville Collegiate Academy at Tcc Ne,Grapevine-Colleyville ISD,A,97,373,https://txschools.net/campus/grapevine-colleyville-collegiate-academy-at-tcc-ne-220906008
69,8089,72,101913005,Guy M Sconzo Early College HS,Humble ISD,A,97,505,https://txschools.net/campus/guy-m-sconzo-early-college-hs-101913005
69,8089,72,031903008,Harlingen School of Health Professions,Harlingen CISD,A,97,485,https://txschools.net/campus/harlingen-school-of-health-professions-031903008
69,8089,72,101858005,Harmony School of Discovery - Houston,Harmony Public Schools - Houston North,A,97,882,https://txschools.net/campus/harmony-school-of-discovery-houston-101858005
69,8089,72,101862005,Harmony School of Innovation - Katy,Harmony Public Schools - Houston West,A,97,926,https://txschools.net/campus/harmony-school-of-innovation-katy-101862005
69,8089,72,101862002,Harmony School of Innovation-Sugar Land,Harmony Public Schools - Houston West,A,97,939,https://txschools.net/campus/harmony-school-of-innovation-sugar-land-101862002
69,8089,72,161807009,Harmony Science Academy - Euless,Harmony Public Schools - North Texas,A,97,684,https://txschools.net/campus/harmony-science-academy-euless-161807009
69,8089,72,178904014,Harold T Branch Academy for Career & Technical Ed,Corpus Christi ISD,A,97,274,https://txschools.net/campus/harold-t-branch-academy-for-career-technical-ed-178904014
69,8089,72,015915006,Health Careers HS,Northside ISD,A,97,869,https://txschools.net/campus/health-careers-hs-015915006
69,8089,72,177905001,Highland School,Highland ISD,A,97,211,https://txschools.net/campus/highland-school-177905001
69,8089,72,101912348,Houston Academy for International Studies,Houston ISD,A,97,471,https://txschools.net/campus/houston-academy-for-international-studies-101912348
69,8089,72,101911016,Impact Early College HS,Goose Creek CISD,A,97,414,https://txschools.net/campus/impact-early-college-hs-101911016
69,8089,72,043905009,Independence HS,Frisco ISD,A,97,1717,https://txschools.net/campus/independence-hs-043905009
69,8089,72,170908007,Infinity Early College HS,New Caney ISD,A,97,365,https://txschools.net/campus/infinity-early-college-hs-170908007
69,8089,72,220919101,Jack D Johnson Elem,Carroll ISD,A,97,606,https://txschools.net/campus/jack-d-johnson-elem-220919101
69,8089,72,108912008,Jimmy Carter Early College HS,La Joya ISD,A,97,752,https://txschools.net/campus/jimmy-carter-early-college-hs-108912008
69,8089,72,015916009,Judson Early College Academy,Judson ISD,A,97,472,https://txschools.net/campus/judson-early-college-academy-015916009
69,8089,72,220916005,Keys HS,Hurst-Euless-Bedford ISD,A,97,48,https://txschools.net/campus/keys-hs-220916005
69,8089,72,014906013,Killeen ISD Early College HS,Killeen ISD,A,97,992,https://txschools.net/campus/killeen-isd-early-college-hs-014906013
69,8089,72,108906007,Lamar Academy,McAllen ISD,A,97,49,https://txschools.net/campus/lamar-academy-108906007
69,8089,72,246911009,Legacy Early College HS,Taylor ISD,A,97,117,https://txschools.net/campus/legacy-early-college-hs-246911009
69,8089,72,161907001,Lorena High,Lorena ISD,A,97,539,https://txschools.net/campus/lorena-high-161907001
69,8089,72,157901001,Mason HS,Mason ISD,A,97,194,https://txschools.net/campus/mason-hs-157901001
69,8089,72,162904001,McMullen County School,McMullen County ISD,A,97,286,https://txschools.net/campus/mcmullen-county-school-162904001
69,8089,72,071909007,Mission Early College HS,Socorro ISD,A,97,421,https://txschools.net/campus/mission-early-college-hs-071909007
69,8089,72,101912485,MS College HS at HCC Fraga,Houston ISD,A,97,127,https://txschools.net/campus/ms-college-hs-at-hcc-fraga-101912485
69,8089,72,198906001,Mumford HS,Mumford ISD,A,97,241,https://txschools.net/campus/mumford-hs-198906001
69,8089,72,043905057,Nelson MS,Frisco ISD,A,97,1044,https://txschools.net/campus/nelson-ms-043905057
69,8089,72,071907003,Northwest Early College HS (Nwechs),Canutillo ISD,A,97,381,https://txschools.net/campus/northwest-early-college-hs-nwechs-071907003
69,8089,72,068901015,Odessa Collegiate Academy Early College HS,Ector County ISD,A,97,482,https://txschools.net/campus/odessa-collegiate-academy-early-college-hs-068901015
69,8089,72,072801135,Premier HS of Huntsville,Premier High Schools,A,97,62,https://txschools.net/campus/premier-hs-of-huntsville-072801135
69,8089,72,108909009,PSJA Thomas Jefferson T-STEM Early College HS,Pharr-San Juan-Alamo ISD,A,97,501,https://txschools.net/campus/psja-thomas-jefferson-t-stem-early-college-hs-108909009
69,8089,72,020908009,Robert Turner College and Career HS,Pearland ISD,A,97,1149,https://txschools.net/campus/robert-turner-college-and-career-hs-020908009
69,8089,72,057905363,School for the Talented & Gifted In Pleasant Grove,Dallas ISD,A,97,372,https://txschools.net/campus/school-for-the-talented-gifted-in-pleasant-grove-057905363
69,8089,72,108911008,Sharyland Advanced Academic Academy,Sharyland ISD,A,97,491,https://txschools.net/campus/sharyland-advanced-academic-academy-108911008
69,8089,72,015909006,Shirleen Zacharias Early Clge Leadership Academy,Somerset ISD,A,97,140,https://txschools.net/campus/shirleen-zacharias-early-clge-leadership-academy-015909006
69,8089,72,020908110,Silvercrest Elem,Pearland ISD,A,97,685,https://txschools.net/campus/silvercrest-elem-020908110
69,8089,72,015831008,Sst Hill Country College Prep HS,School of Science and Technology Discovery,A,97,421,https://txschools.net/campus/sst-hill-country-college-prep-hs-015831008
69,8089,72,108912010,Thelma Rosa Salinas STEM Early College HS,La Joya ISD,A,97,206,https://txschools.net/campus/thelma-rosa-salinas-stem-early-college-hs-108912010
69,8089,72,071902015,Transmountain Early College HS,El Paso ISD,A,97,341,https://txschools.net/campus/transmountain-early-college-hs-071902015
69,8089,72,015907022,Travis Early College HS,San Antonio ISD,A,97,390,https://txschools.net/campus/travis-early-college-hs-015907022
69,8089,72,057808102,Universal Academy Coppell,Universal Academy,A,97,1299,https://txschools.net/campus/universal-academy-coppell-057808102
69,8089,72,212804102,UT Tyler University Academy at Longview,UT Tyler University Academy,A,97,496,https://txschools.net/campus/ut-tyler-university-academy-at-longview-212804102
69,8089,72,071905017,Valle Verde Early College HS,Ysleta ISD,A,97,229,https://txschools.net/campus/valle-verde-early-college-hs-071905017
69,8089,72,101920014,Westchester Academy for International Studies,Spring Branch ISD,A,97,864,https://txschools.net/campus/westchester-academy-for-international-studies-101920014
69,8089,72,101912463,Young Women's College Prep Academy,Houston ISD,A,97,444,https://txschools.net/campus/young-women-s-college-prep-academy-101912463
69,8089,72,071905018,Young Women's Leadership Academy,Ysleta ISD,A,97,325,https://txschools.net/campus/young-women-s-leadership-academy-071905018
69,8089,72,220905081,Young Women's Leadership Academy,Fort Worth ISD,A,97,387,https://txschools.net/campus/young-women-s-leadership-academy-220905081
142,8089,133,101914056,Adams JH,Katy ISD,A,96,2015,https://txschools.net/campus/adams-jh-101914056
142,8089,133,212905010,Alvin V Anderson Rise Academy,Tyler ISD,A,96,77,https://txschools.net/campus/alvin-v-anderson-rise-academy-212905010
142,8089,133,057911101,Armstrong Elem,Highland Park ISD,A,96,420,https://txschools.net/campus/armstrong-elem-057911101
142,8089,133,217901001,Aspermont Schools,Aspermont ISD,A,96,210,https://txschools.net/campus/aspermont-schools-217901001
142,8089,133,194902001,Avery School,Avery ISD,A,96,295,https://txschools.net/campus/avery-school-194902001
142,8089,133,015834107,Basis Cedar Park Pri,Basis Texas,A,96,834,https://txschools.net/campus/basis-cedar-park-pri-015834107
142,8089,133,015834005,Basis Pflugerville,Basis Texas,A,96,330,https://txschools.net/campus/basis-pflugerville-015834005
142,8089,133,015834010,Basis Plano,Basis Texas,A,96,354,https://txschools.net/campus/basis-plano-015834010
142,8089,133,101914050,Beckendorff JH,Katy ISD,A,96,1615,https://txschools.net/campus/beckendorff-jh-101914050
142,8089,133,178902001,Bishop HS,Bishop CISD,A,96,532,https://txschools.net/campus/bishop-hs-178902001
142,8089,133,116915001,Bland HS,Bland ISD,A,96,223,https://txschools.net/campus/bland-hs-116915001
142,8089,133,101902014,Blanson CTE HS,Aldine ISD,A,96,1248,https://txschools.net/campus/blanson-cte-hs-101902014
142,8089,133,017901001,Borden County School,Borden County ISD,A,96,238,https://txschools.net/campus/borden-county-school-017901001
142,8089,133,203902001,Broaddus HS,Broaddus ISD,A,96,380,https://txschools.net/campus/broaddus-hs-203902001
142,8089,133,184909001,Brock HS,Brock ISD,A,96,607,https://txschools.net/campus/brock-hs-184909001
142,8089,133,239903001,Burton HS,Burton ISD,A,96,256,https://txschools.net/campus/burton-hs-239903001
142,8089,133,188904001,Bushland HS,Bushland ISD,A,96,469,https://txschools.net/campus/bushland-hs-188904001
142,8089,133,106901001,Canadian HS,Canadian ISD,A,96,248,https://txschools.net/campus/canadian-hs-106901001
142,8089,133,246909044,Canyon Vista MS,Round Rock ISD,A,96,1336,https://txschools.net/campus/canyon-vista-ms-246909044
142,8089,133,101919018,Carl Wunsche Sr HS,Spring ISD,A,96,1511,https://txschools.net/campus/carl-wunsche-sr-hs-101919018
142,8089,133,220919102,Carroll Elem,Carroll ISD,A,96,564,https://txschools.net/campus/carroll-elem-220919102
142,8089,133,246909047,Cedar Valley MS,Round Rock ISD,A,96,1228,https://txschools.net/campus/cedar-valley-ms-246909047
142,8089,133,174908001,Central Heights HS,Central Heights ISD,A,96,334,https://txschools.net/campus/central-heights-hs-174908001
142,8089,133,225906001,Chapel Hill HS,Chapel Hill ISD,A,96,283,https://txschools.net/campus/chapel-hill-hs-225906001
142,8089,133,006902001,Claude Schools,Claude ISD,A,96,311,https://txschools.net/campus/claude-schools-006902001
142,8089,133,084910009,Clear Springs HS,Clear Creek ISD,A,96,2620,https://txschools.net/campus/clear-springs-hs-084910009
142,8089,133,071901009,Clint ISD Early College Academy,Clint ISD,A,96,306,https://txschools.net/campus/clint-isd-early-college-academy-071901009
142,8089,133,021901004,College View HS,College Station ISD,A,96,84,https://txschools.net/campus/college-view-hs-021901004
142,8089,133,057922043,Coppell MS West,Coppell ISD,A,96,1281,https://txschools.net/campus/coppell-ms-west-057922043
142,8089,133,047902001,De Leon HS,De Leon ISD,A,96,187,https://txschools.net/campus/de-leon-hs-047902001
142,8089,133,233901005,Del Rio Early College HS,San Felipe-Del Rio CISD,A,96,482,https://txschools.net/campus/del-rio-early-college-hs-233901005
142,8089,133,220919106,Don T Durham Int,Carroll ISD,A,96,667,https://txschools.net/campus/don-t-durham-int-220919106
142,8089,133,174911001,Douglass School,Douglass ISD,A,96,405,https://txschools.net/campus/douglass-school-174911001
142,8089,133,241902001,East Bernard HS,East Bernard ISD,A,96,298,https://txschools.net/campus/east-bernard-hs-241902001
142,8089,133,101912301,Eastwood Academy,Houston ISD,A,96,396,https://txschools.net/campus/eastwood-academy-101912301
142,8089,133,101905005,Endeavor HS,Channelview ISD,A,96,91,https://txschools.net/campus/endeavor-hs-101905005
142,8089,133,101912468,Energy Institute HS,Houston ISD,A,96,698,https://txschools.net/campus/energy-institute-hs-101912468
142,8089,133,240901105,Farias Elem,Laredo ISD,A,96,566,https://txschools.net/campus/farias-elem-240901105
142,8089,133,185902001,Farwell HS,Farwell ISD,A,96,188,https://txschools.net/campus/farwell-hs-185902001
142,8089,133,246913048,Florence W Stiles MS,Leander ISD,A,96,1550,https://txschools.net/campus/florence-w-stiles-ms-246913048
