# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-districts/school-progress-gains
# rows: 1017 (excluding this header and the column row)
# ranking: Texas school districts with the largest School Progress gains since 2023-24
# population: 1,017 districts of 1,020 districts are ranked here.
# population: 1 was not rated by TEA for 2025-26 and is not ranked.
# population: 2 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,county,rating,value,2023_24,2025_26,enrollment,url
88,1017,26,020907,Columbia-Brazoria ISD,Brazoria,C,10,71,81,2942,https://txschools.net/district/columbia-brazoria-isd-020907
88,1017,26,220912,Crowley ISD,Tarrant,B,10,70,80,17052,https://txschools.net/district/crowley-isd-220912
88,1017,26,084901,Dickinson ISD,Galveston,B,10,78,88,12569,https://txschools.net/district/dickinson-isd-084901
88,1017,26,174911,Douglass ISD,Nacogdoches,A,10,83,93,405,https://txschools.net/district/douglass-isd-174911
88,1017,26,084902,Galveston ISD,Galveston,B,10,71,81,6664,https://txschools.net/district/galveston-isd-084902
88,1017,26,201902,Henderson ISD,Rusk,B,10,70,80,3151,https://txschools.net/district/henderson-isd-201902
88,1017,26,220914,Kennedale ISD,Tarrant,B,10,72,82,2659,https://txschools.net/district/kennedale-isd-220914
88,1017,26,100907,Lumberton ISD,Hardin,B,10,73,83,4039,https://txschools.net/district/lumberton-isd-100907
88,1017,26,245902,Lyford CISD,Willacy,B,10,73,83,1366,https://txschools.net/district/lyford-cisd-245902
88,1017,26,040901,Morton ISD,Cochran,B,10,68,78,350,https://txschools.net/district/morton-isd-040901
88,1017,26,107908,Murchison ISD,Henderson,D,10,59,69,187,https://txschools.net/district/murchison-isd-107908
88,1017,26,063906,Patton Springs ISD,Dickens,A,10,90,100,22,https://txschools.net/district/patton-springs-isd-063906
88,1017,26,039903,Petrolia CISD,Clay,C,10,70,80,485,https://txschools.net/district/petrolia-cisd-039903
88,1017,26,184901,Poolville ISD,Parker,C,10,65,75,764,https://txschools.net/district/poolville-isd-184901
88,1017,26,137903,Riviera ISD,Kleberg,B,10,79,89,406,https://txschools.net/district/riviera-isd-137903
88,1017,26,203901,San Augustine ISD,San Augustine,C,10,64,74,585,https://txschools.net/district/san-augustine-isd-203901
88,1017,26,031913,Santa Maria ISD,Cameron,B,10,75,85,502,https://txschools.net/district/santa-maria-isd-031913
88,1017,26,011904,Smithville ISD,Bastrop,C,10,66,76,1864,https://txschools.net/district/smithville-isd-011904
88,1017,26,020906,Sweeny ISD,Brazoria,C,10,68,78,1691,https://txschools.net/district/sweeny-isd-020906
88,1017,26,049903,Valley View ISD,Cooke,B,10,71,81,875,https://txschools.net/district/valley-view-isd-049903
88,1017,26,126908,Venus ISD,Johnson,C,10,64,74,2191,https://txschools.net/district/venus-isd-126908
88,1017,26,202905,West Sabine ISD,Sabine,C,10,68,78,659,https://txschools.net/district/west-sabine-isd-202905
88,1017,26,234907,Wills Point ISD,Van Zandt,C,10,67,77,2882,https://txschools.net/district/wills-point-isd-234907
88,1017,26,253901,Zapata County ISD,Zapata,B,10,77,87,3199,https://txschools.net/district/zapata-county-isd-253901
115,1017,23,178901,Agua Dulce ISD,Nueces,B,9,78,87,387,https://txschools.net/district/agua-dulce-isd-178901
115,1017,23,071906,Anthony ISD,El Paso,B,9,76,85,681,https://txschools.net/district/anthony-isd-071906
115,1017,23,205901,Aransas Pass ISD,San Patricio,C,9,66,75,1595,https://txschools.net/district/aransas-pass-isd-205901
115,1017,23,169901,Bowie ISD,Montague,B,9,72,81,1457,https://txschools.net/district/bowie-isd-169901
115,1017,23,178904,Corpus Christi ISD,Nueces,B,9,75,84,31976,https://txschools.net/district/corpus-christi-isd-178904
115,1017,23,019901,DeKalb ISD,Bowie,B,9,78,87,928,https://txschools.net/district/dekalb-isd-019901
115,1017,23,176903,Deweyville ISD,Newton,C,9,66,75,574,https://txschools.net/district/deweyville-isd-176903
115,1017,23,074904,Dodd City ISD,Fannin,A,9,74,83,319,https://txschools.net/district/dodd-city-isd-074904
115,1017,23,115901,Ft Hancock ISD,Hudspeth,C,9,70,79,390,https://txschools.net/district/ft-hancock-isd-115901
115,1017,23,057913,Lancaster ISD,Dallas,B,9,72,81,6431,https://txschools.net/district/lancaster-isd-057913
115,1017,23,157901,Mason ISD,Mason,A,9,84,93,675,https://txschools.net/district/mason-isd-157901
115,1017,23,231901,McCamey ISD,Upton,C,9,65,74,469,https://txschools.net/district/mccamey-isd-231901
115,1017,23,018902,Meridian ISD,Bosque,C,9,64,73,354,https://txschools.net/district/meridian-isd-018902
115,1017,23,094903,Navarro ISD,Guadalupe,B,9,72,81,3039,https://txschools.net/district/navarro-isd-094903
115,1017,23,090904,Pampa ISD,Gray,C,9,67,76,3036,https://txschools.net/district/pampa-isd-090904
115,1017,23,123908,Port Neches-Groves ISD,Jefferson,B,9,71,80,5289,https://txschools.net/district/port-neches-groves-isd-123908
115,1017,23,105902,San Marcos CISD,Hays,C,9,70,79,8134,https://txschools.net/district/san-marcos-cisd-105902
115,1017,23,075903,Schulenburg ISD,Fayette,C,9,70,79,644,https://txschools.net/district/schulenburg-isd-075903
115,1017,23,026902,Somerville ISD,Burleson,C,9,62,71,527,https://txschools.net/district/somerville-isd-026902
115,1017,23,182905,Strawn ISD,Palo Pinto,B,9,78,87,172,https://txschools.net/district/strawn-isd-182905
115,1017,23,152504,Texas Tech University K-12,Lubbock,B,9,64,73,829,https://txschools.net/district/texas-tech-university-k-12-152504
115,1017,23,091907,Tioga ISD,Grayson,A,9,75,84,610,https://txschools.net/district/tioga-isd-091907
115,1017,23,235902,Victoria ISD,Victoria,C,9,68,77,12534,https://txschools.net/district/victoria-isd-235902
115,1017,23,040902,Whiteface CISD,Cochran,B,9,75,84,294,https://txschools.net/district/whiteface-cisd-040902
139,1017,31,209901,Albany ISD,Shackelford,B,8,75,83,449,https://txschools.net/district/albany-isd-209901
139,1017,31,008903,Brazos ISD,Austin,B,8,80,88,824,https://txschools.net/district/brazos-isd-008903
139,1017,31,198901,Bremond ISD,Robertson,A,8,82,90,461,https://txschools.net/district/bremond-isd-198901
139,1017,31,239903,Burton ISD,Washington,A,8,80,88,650,https://txschools.net/district/burton-isd-239903
139,1017,31,145902,Centerville ISD,Leon,C,8,65,73,633,https://txschools.net/district/centerville-isd-145902
139,1017,31,107904,Cross Roads ISD,Henderson,B,8,78,86,541,https://txschools.net/district/cross-roads-isd-107904
139,1017,31,171901,Dumas ISD,Moore,B,8,78,86,4232,https://txschools.net/district/dumas-isd-171901
139,1017,31,121906,Evadale ISD,Jasper,A,8,77,85,450,https://txschools.net/district/evadale-isd-121906
139,1017,31,247901,Floresville ISD,Wilson,B,8,74,82,3893,https://txschools.net/district/floresville-isd-247901
139,1017,31,220905,Fort Worth ISD,Tarrant,C,8,70,78,67315,https://txschools.net/district/fort-worth-isd-220905
139,1017,31,156905,Grady ISD,Martin,A,8,85,93,242,https://txschools.net/district/grady-isd-156905
139,1017,31,116905,Greenville ISD,Hunt,C,8,65,73,5435,https://txschools.net/district/greenville-isd-116905
139,1017,31,101912,Houston ISD,Harris,B,8,78,86,167793,https://txschools.net/district/houston-isd-101912
139,1017,31,208903,Ira ISD,Scurry,A,8,80,88,307,https://txschools.net/district/ira-isd-208903
139,1017,31,146906,Liberty ISD,Liberty,C,8,65,73,2406,https://txschools.net/district/liberty-isd-146906
139,1017,31,028902,Lockhart ISD,Caldwell,C,8,72,80,6757,https://txschools.net/district/lockhart-isd-028902
139,1017,31,083902,Loop ISD,Gaines,A,8,88,96,143,https://txschools.net/district/loop-isd-083902
139,1017,31,028903,Luling ISD,Caldwell,C,8,73,81,1431,https://txschools.net/district/luling-isd-028903
139,1017,31,161910,Moody ISD,McLennan,B,8,80,88,761,https://txschools.net/district/moody-isd-161910
139,1017,31,018903,Morgan ISD,Bosque,C,8,61,69,138,https://txschools.net/district/morgan-isd-018903
139,1017,31,123905,Nederland ISD,Jefferson,A,8,82,90,5359,https://txschools.net/district/nederland-isd-123905
139,1017,31,227904,Pflugerville ISD,Travis,B,8,72,80,25028,https://txschools.net/district/pflugerville-isd-227904
