# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-districts/per-student-spending-declines
# rows: 1162 (excluding this header and the column row)
# ranking: Texas school districts with the largest per-student spending declines since 2018
# population: 1,162 districts of 1,199 districts are ranked here.
# population: 15 were not rated by TEA for 2025-26 and are not ranked.
# population: 22 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,county,rating,value,2018,2025,enrollment,url
628,1162,0,015830,Somerset Academies of Texas,Bexar,B,6224,7539,13763,2682,https://txschools.net/district/somerset-academies-of-texas-015830
629,1162,0,018907,Kopperl ISD,Bosque,D,6233,10852,17085,163,https://txschools.net/district/kopperl-isd-018907
630,1162,1,125901,Alice ISD,Jim Wells,B,6234,9778,16012,4198,https://txschools.net/district/alice-isd-125901
630,1162,1,101806,Raul Yzaguirre Schools for Success,Harris,B,6234,11735,17969,2180,https://txschools.net/district/raul-yzaguirre-schools-for-success-101806
632,1162,0,039903,Petrolia CISD,Clay,C,6254,11468,17722,485,https://txschools.net/district/petrolia-cisd-039903
633,1162,0,069902,Nueces Canyon CISD,Edwards,B,6279,13753,20032,198,https://txschools.net/district/nueces-canyon-cisd-069902
634,1162,0,057830,Inspired Vision Academy,Dallas,C,6281,9971,16252,1103,https://txschools.net/district/inspired-vision-academy-057830
635,1162,0,252903,Olney ISD,Young,B,6294,18374,24668,701,https://txschools.net/district/olney-isd-252903
636,1162,0,061902,Lewisville ISD,Denton,B,6299,13687,19986,46328,https://txschools.net/district/lewisville-isd-061902
637,1162,0,174911,Douglass ISD,Nacogdoches,A,6301,14018,20319,405,https://txschools.net/district/douglass-isd-174911
638,1162,0,134901,Junction ISD,Kimble,C,6313,10439,16752,552,https://txschools.net/district/junction-isd-134901
639,1162,0,013902,Pawnee ISD,Bee,C,6318,12557,18875,252,https://txschools.net/district/pawnee-isd-013902
640,1162,0,121904,Jasper ISD,Jasper,C,6321,10777,17098,1947,https://txschools.net/district/jasper-isd-121904
641,1162,0,241902,East Bernard ISD,Wharton,B,6339,11272,17611,987,https://txschools.net/district/east-bernard-isd-241902
642,1162,0,242903,Wheeler ISD,Wheeler,B,6345,10407,16752,341,https://txschools.net/district/wheeler-isd-242903
643,1162,0,034909,Bloomburg ISD,Cass,B,6361,11691,18052,202,https://txschools.net/district/bloomburg-isd-034909
644,1162,0,113901,Crockett ISD,Houston,D,6366,13367,19733,1098,https://txschools.net/district/crockett-isd-113901
645,1162,0,021805,Arrow Academy,Brazos,B,6371,10355,16726,427,https://txschools.net/district/arrow-academy-021805
646,1162,0,175907,Kerens ISD,Navarro,B,6383,14361,20744,692,https://txschools.net/district/kerens-isd-175907
647,1162,0,015822,Jubilee Academies,Bexar,B,6397,9796,16193,5019,https://txschools.net/district/jubilee-academies-015822
648,1162,0,101906,Crosby ISD,Harris,B,6420,12734,19154,7183,https://txschools.net/district/crosby-isd-101906
649,1162,0,143906,Ezzell ISD,Lavaca,B,6428,11186,17614,124,https://txschools.net/district/ezzell-isd-143906
650,1162,1,214903,Roma ISD,Starr,A,6437,15020,21457,5916,https://txschools.net/district/roma-isd-214903
650,1162,1,025906,Zephyr ISD,Brown,B,6437,13025,19462,217,https://txschools.net/district/zephyr-isd-025906
652,1162,0,084804,Ambassadors Preparatory Academy,Galveston,A,6450,9906,16356,140,https://txschools.net/district/ambassadors-preparatory-academy-084804
653,1162,0,200906,Olfen ISD,Runnels,B,6460,16894,23354,137,https://txschools.net/district/olfen-isd-200906
654,1162,0,049908,Walnut Bend ISD,Cooke,C,6466,11229,17695,59,https://txschools.net/district/walnut-bend-isd-049908
655,1162,0,242902,Shamrock ISD,Wheeler,C,6504,15408,21912,350,https://txschools.net/district/shamrock-isd-242902
656,1162,0,156902,Stanton ISD,Martin,B,6505,19571,26076,1069,https://txschools.net/district/stanton-isd-156902
657,1162,0,227909,Eanes ISD,Travis,A,6507,14877,21384,7524,https://txschools.net/district/eanes-isd-227909
658,1162,0,144902,Lexington ISD,Lee,B,6521,10546,17067,1014,https://txschools.net/district/lexington-isd-144902
659,1162,0,015913,Lackland ISD,Bexar,B,6540,16072,22612,966,https://txschools.net/district/lackland-isd-015913
660,1162,0,035903,Nazareth ISD,Castro,A,6546,10775,17321,239,https://txschools.net/district/nazareth-isd-035903
661,1162,0,057846,Legacy Preparatory,Dallas,B,6564,9237,15801,914,https://txschools.net/district/legacy-preparatory-057846
662,1162,0,213801,Brazos River Charter School,Somervell,C,6577,9324,15901,60,https://txschools.net/district/brazos-river-charter-school-213801
663,1162,0,158906,Van Vleck ISD,Matagorda,C,6598,16044,22642,1048,https://txschools.net/district/van-vleck-isd-158906
664,1162,0,152908,Roosevelt ISD,Lubbock,B,6620,12187,18807,1115,https://txschools.net/district/roosevelt-isd-152908
665,1162,0,168903,Westbrook ISD,Mitchell,A,6624,16807,23431,217,https://txschools.net/district/westbrook-isd-168903
666,1162,0,100904,Silsbee ISD,Hardin,C,6625,12007,18632,2377,https://txschools.net/district/silsbee-isd-100904
667,1162,0,210904,Tenaha ISD,Shelby,C,6650,11987,18637,402,https://txschools.net/district/tenaha-isd-210904
668,1162,0,063903,Spur ISD,Dickens,B,6657,15637,22294,210,https://txschools.net/district/spur-isd-063903
669,1162,0,092901,Gladewater ISD,Gregg,C,6662,9951,16613,1577,https://txschools.net/district/gladewater-isd-092901
670,1162,0,083902,Loop ISD,Gaines,A,6673,19456,26129,143,https://txschools.net/district/loop-isd-083902
671,1162,0,112906,North Hopkins ISD,Hopkins,B,6681,11632,18313,517,https://txschools.net/district/north-hopkins-isd-112906
672,1162,0,034903,Hughes Springs ISD,Cass,B,6684,9054,15738,1044,https://txschools.net/district/hughes-springs-isd-034903
673,1162,0,072802,Erath Excels Academy Inc,Erath,B,6689,10933,17622,111,https://txschools.net/district/erath-excels-academy-inc-072802
674,1162,1,054902,Lorenzo ISD,Crosby,C,6691,22583,29274,175,https://txschools.net/district/lorenzo-isd-054902
674,1162,1,152909,Shallowater ISD,Lubbock,B,6691,12194,18885,1714,https://txschools.net/district/shallowater-isd-152909
676,1162,0,139912,Prairiland ISD,Lamar,B,6714,8992,15706,1060,https://txschools.net/district/prairiland-isd-139912
677,1162,0,098903,Pringle-Morse CISD,Hansford,C,6717,19801,26518,126,https://txschools.net/district/pringle-morse-cisd-098903
678,1162,0,027904,Marble Falls ISD,Burnet,C,6742,12315,19057,4054,https://txschools.net/district/marble-falls-isd-027904
679,1162,1,200902,Miles ISD,Runnels,A,6751,11494,18245,497,https://txschools.net/district/miles-isd-200902
679,1162,1,072901,Three Way ISD,Erath,C,6751,16154,22905,224,https://txschools.net/district/three-way-isd-072901
681,1162,0,074904,Dodd City ISD,Fannin,A,6781,10160,16941,319,https://txschools.net/district/dodd-city-isd-074904
682,1162,0,066903,Freer ISD,Duval,B,6789,15265,22054,663,https://txschools.net/district/freer-isd-066903
683,1162,0,108902,Donna ISD,Hidalgo,B,6813,12267,19080,12436,https://txschools.net/district/donna-isd-108902
684,1162,0,103901,Channing ISD,Hartley,B,6845,14519,21364,118,https://txschools.net/district/channing-isd-103901
685,1162,0,247903,La Vernia ISD,Wilson,B,6856,10324,17180,3505,https://txschools.net/district/la-vernia-isd-247903
686,1162,0,074911,Savoy ISD,Fannin,C,6864,11429,18293,301,https://txschools.net/district/savoy-isd-074911
687,1162,0,102902,Marshall ISD,Harrison,D,6867,11838,18705,4726,https://txschools.net/district/marshall-isd-102902
688,1162,0,176902,Newton ISD,Newton,C,6880,14386,21266,946,https://txschools.net/district/newton-isd-176902
689,1162,0,101908,Deer Park ISD,Harris,B,6884,12797,19681,12001,https://txschools.net/district/deer-park-isd-101908
690,1162,0,206903,Cherokee ISD,San Saba,B,6890,17330,24220,127,https://txschools.net/district/cherokee-isd-206903
691,1162,0,043910,Plano ISD,Collin,B,6906,14443,21349,43805,https://txschools.net/district/plano-isd-043910
692,1162,0,014907,Rogers ISD,Bell,B,6916,10834,17750,856,https://txschools.net/district/rogers-isd-014907
693,1162,0,228905,Apple Springs ISD,Trinity,D,6965,12056,19021,156,https://txschools.net/district/apple-springs-isd-228905
694,1162,0,019912,Pleasant Grove ISD,Bowie,A,6981,10653,17634,2348,https://txschools.net/district/pleasant-grove-isd-019912
695,1162,0,082903,Pearsall ISD,Frio,C,6995,11448,18443,1900,https://txschools.net/district/pearsall-isd-082903
696,1162,0,173901,Motley County ISD,Motley,A,7003,16266,23269,188,https://txschools.net/district/motley-county-isd-173901
697,1162,0,133901,Center Point ISD,Kerr,C,7007,11783,18790,492,https://txschools.net/district/center-point-isd-133901
698,1162,0,090905,Grandview-Hopkins ISD,Gray,C,7022,25035,32057,44,https://txschools.net/district/grandview-hopkins-isd-090905
699,1162,0,220916,Hurst-Euless-Bedford ISD,Tarrant,B,7025,10047,17072,23159,https://txschools.net/district/hurst-euless-bedford-isd-220916
700,1162,0,250903,Mineola ISD,Wood,B,7033,11007,18040,1790,https://txschools.net/district/mineola-isd-250903
701,1162,0,116916,Boles ISD,Hunt,B,7041,11624,18665,530,https://txschools.net/district/boles-isd-116916
702,1162,0,160901,Brady ISD,McCulloch,B,7048,12941,19989,857,https://txschools.net/district/brady-isd-160901
703,1162,1,071906,Anthony ISD,El Paso,B,7071,12214,19285,681,https://txschools.net/district/anthony-isd-071906
703,1162,1,034907,Queen City ISD,Cass,C,7071,11151,18222,860,https://txschools.net/district/queen-city-isd-034907
705,1162,0,105801,Katherine Anne Porter School,Hays,D,7074,12279,19353,76,https://txschools.net/district/katherine-anne-porter-school-105801
706,1162,0,161924,Hallsburg ISD,McLennan,F,7108,10774,17882,106,https://txschools.net/district/hallsburg-isd-161924
707,1162,0,229905,Spurger ISD,Tyler,B,7110,12201,19311,375,https://txschools.net/district/spurger-isd-229905
708,1162,0,175905,Frost ISD,Navarro,C,7112,11793,18905,459,https://txschools.net/district/frost-isd-175905
709,1162,0,210902,Joaquin ISD,Shelby,A,7117,13353,20470,695,https://txschools.net/district/joaquin-isd-210902
710,1162,0,220918,Eagle Mt-Saginaw ISD,Tarrant,C,7144,12652,19796,24147,https://txschools.net/district/eagle-mt-saginaw-isd-220918
711,1162,0,107904,Cross Roads ISD,Henderson,B,7163,13338,20501,541,https://txschools.net/district/cross-roads-isd-107904
712,1162,0,245901,Lasara ISD,Willacy,B,7166,16633,23799,330,https://txschools.net/district/lasara-isd-245901
713,1162,0,034901,Atlanta ISD,Cass,B,7169,11239,18408,1918,https://txschools.net/district/atlanta-isd-034901
714,1162,0,113902,Grapeland ISD,Houston,C,7173,16442,23615,578,https://txschools.net/district/grapeland-isd-113902
715,1162,0,127906,Stamford ISD,Jones,B,7192,15657,22849,546,https://txschools.net/district/stamford-isd-127906
716,1162,0,211901,Texhoma ISD,Sherman,A,7204,7906,15110,96,https://txschools.net/district/texhoma-isd-211901
717,1162,0,054903,Ralls ISD,Crosby,C,7209,12749,19958,318,https://txschools.net/district/ralls-isd-054903
718,1162,0,199901,Rockwall ISD,Rockwall,A,7226,15108,22334,19077,https://txschools.net/district/rockwall-isd-199901
719,1162,0,187904,Corrigan-Camden ISD,Polk,B,7229,13544,20773,800,https://txschools.net/district/corrigan-camden-isd-187904
720,1162,0,091908,Van Alstyne ISD,Grayson,B,7299,24547,31846,2856,https://txschools.net/district/van-alstyne-isd-091908
721,1162,0,213901,Glen Rose ISD,Somervell,B,7303,14923,22226,2091,https://txschools.net/district/glen-rose-isd-213901
722,1162,0,109913,Blum ISD,Hill,A,7335,12639,19974,335,https://txschools.net/district/blum-isd-109913
723,1162,0,128904,Falls City ISD,Karnes,A,7347,22561,29908,452,https://txschools.net/district/falls-city-isd-128904
724,1162,0,194902,Avery ISD,Red River,A,7348,11083,18431,295,https://txschools.net/district/avery-isd-194902
725,1162,0,205904,Mathis ISD,San Patricio,B,7369,13702,21071,1364,https://txschools.net/district/mathis-isd-205904
726,1162,0,072904,Bluff Dale ISD,Erath,B,7379,13675,21054,226,https://txschools.net/district/bluff-dale-isd-072904
727,1162,0,249904,Chico ISD,Wise,C,7397,14450,21847,580,https://txschools.net/district/chico-isd-249904
728,1162,0,001904,Frankston ISD,Anderson,B,7405,10693,18098,785,https://txschools.net/district/frankston-isd-001904
729,1162,0,137902,Ricardo ISD,Kleberg,B,7411,10286,17697,667,https://txschools.net/district/ricardo-isd-137902
730,1162,0,072909,Lingleville ISD,Erath,B,7446,10579,18025,264,https://txschools.net/district/lingleville-isd-072909
731,1162,0,067907,Ranger ISD,Eastland,D,7469,12511,19980,262,https://txschools.net/district/ranger-isd-067907
732,1162,0,166901,Cameron ISD,Milam,D,7492,10194,17686,1389,https://txschools.net/district/cameron-isd-166901
733,1162,0,035902,Hart ISD,Castro,B,7505,14117,21622,208,https://txschools.net/district/hart-isd-035902
734,1162,0,022901,Alpine ISD,Brewster,C,7512,12718,20230,956,https://txschools.net/district/alpine-isd-022901
735,1162,0,241904,Wharton ISD,Wharton,F,7526,14144,21670,1707,https://txschools.net/district/wharton-isd-241904
736,1162,0,074907,Honey Grove ISD,Fannin,B,7539,12965,20504,674,https://txschools.net/district/honey-grove-isd-074907
737,1162,0,100903,Kountze ISD,Hardin,C,7572,10709,18281,1163,https://txschools.net/district/kountze-isd-100903
738,1162,0,061903,Pilot Point ISD,Denton,C,7598,11769,19367,1728,https://txschools.net/district/pilot-point-isd-061903
739,1162,0,093905,Richards ISD,Grimes,C,7634,11629,19263,261,https://txschools.net/district/richards-isd-093905
740,1162,0,043918,Community ISD,Collin,B,7642,11238,18880,5764,https://txschools.net/district/community-isd-043918
741,1162,0,237902,Hempstead ISD,Waller,C,7655,13031,20686,1563,https://txschools.net/district/hempstead-isd-237902
742,1162,0,107908,Murchison ISD,Henderson,D,7677,11231,18908,187,https://txschools.net/district/murchison-isd-107908
743,1162,0,101847,Beatrice Mayes Institute Charter School,Harris,C,7698,9844,17542,628,https://txschools.net/district/beatrice-mayes-institute-charter-school-101847
744,1162,0,181905,Orangefield ISD,Orange,B,7711,11393,19104,1727,https://txschools.net/district/orangefield-isd-181905
745,1162,0,025905,May ISD,Brown,C,7717,11645,19362,257,https://txschools.net/district/may-isd-025905
746,1162,0,057912,Irving ISD,Dallas,C,7744,11547,19291,29182,https://txschools.net/district/irving-isd-057912
747,1162,0,127903,Hamlin Collegiate ISD,Jones,B,7756,11805,19561,383,https://txschools.net/district/hamlin-collegiate-isd-127903
748,1162,0,202905,West Sabine ISD,Sabine,C,7790,12303,20093,659,https://txschools.net/district/west-sabine-isd-202905
749,1162,0,106901,Canadian ISD,Hemphill,A,7792,17194,24986,675,https://txschools.net/district/canadian-isd-106901
750,1162,0,108910,Progreso ISD,Hidalgo,B,7807,12937,20744,1291,https://txschools.net/district/progreso-isd-108910
751,1162,0,072908,Huckabay ISD,Erath,A,7818,9813,17631,345,https://txschools.net/district/huckabay-isd-072908
752,1162,0,117904,Plemons-Stinnett-Phillips CISD,Hutchinson,A,7824,19691,27515,529,https://txschools.net/district/plemons-stinnett-phillips-cisd-117904
753,1162,0,099903,Quanah ISD,Hardeman,B,7827,15177,23004,396,https://txschools.net/district/quanah-isd-099903
754,1162,0,223904,Wellman-Union CISD,Terry,A,7834,16983,24817,245,https://txschools.net/district/wellman-union-cisd-223904
755,1162,0,224902,Woodson ISD,Throckmorton,B,7837,11887,19724,158,https://txschools.net/district/woodson-isd-224902
756,1162,0,177905,Highland ISD,Nolan,A,7842,20823,28665,211,https://txschools.net/district/highland-isd-177905
757,1162,0,019902,Hooks ISD,Bowie,B,7861,11183,19044,883,https://txschools.net/district/hooks-isd-019902
758,1162,0,020904,Danbury ISD,Brazoria,B,7863,12710,20573,645,https://txschools.net/district/danbury-isd-020904
759,1162,0,051901,Paducah ISD,Cottle,B,7867,14107,21974,137,https://txschools.net/district/paducah-isd-051901
760,1162,0,112905,Cumby Collegiate ISD,Hopkins,C,7875,11883,19758,485,https://txschools.net/district/cumby-collegiate-isd-112905
761,1162,0,028902,Lockhart ISD,Caldwell,C,7895,11543,19438,6757,https://txschools.net/district/lockhart-isd-028902
762,1162,0,043914,Wylie ISD,Collin,A,7900,11092,18992,19400,https://txschools.net/district/wylie-isd-043914
763,1162,0,033902,Panhandle ISD,Carson,A,7918,17395,25313,576,https://txschools.net/district/panhandle-isd-033902
764,1162,0,174904,Nacogdoches ISD,Nacogdoches,C,7934,10427,18361,5513,https://txschools.net/district/nacogdoches-isd-174904
765,1162,0,095903,Hale Center ISD,Hale,B,7968,13141,21109,553,https://txschools.net/district/hale-center-isd-095903
766,1162,0,175902,Blooming Grove ISD,Navarro,C,7969,9773,17742,961,https://txschools.net/district/blooming-grove-isd-175902
767,1162,0,018905,Walnut Springs ISD,Bosque,C,7974,12032,20006,152,https://txschools.net/district/walnut-springs-isd-018905
768,1162,0,152906,Lubbock-Cooper ISD,Lubbock,B,7996,17009,25005,8094,https://txschools.net/district/lubbock-cooper-isd-152906
769,1162,0,007906,Poteet ISD,Atascosa,D,8017,10442,18459,1867,https://txschools.net/district/poteet-isd-007906
770,1162,0,013905,Skidmore-Tynan ISD,Bee,B,8018,11537,19555,769,https://txschools.net/district/skidmore-tynan-isd-013905
771,1162,0,112907,Miller Grove ISD,Hopkins,B,8039,11250,19289,314,https://txschools.net/district/miller-grove-isd-112907
772,1162,0,024901,Brooks County ISD,Brooks,D,8041,13147,21188,1074,https://txschools.net/district/brooks-county-isd-024901
773,1162,0,107902,Brownsboro ISD,Henderson,B,8047,10721,18768,2583,https://txschools.net/district/brownsboro-isd-107902
774,1162,0,088902,Goliad ISD,Goliad,B,8100,11698,19798,1191,https://txschools.net/district/goliad-isd-088902
775,1162,0,110907,Sundown ISD,Hockley,A,8117,17258,25375,701,https://txschools.net/district/sundown-isd-110907
776,1162,0,143905,Sweet Home ISD,Lavaca,C,8173,8571,16744,164,https://txschools.net/district/sweet-home-isd-143905
777,1162,0,125902,Ben Bolt-Palito Blanco ISD,Jim Wells,B,8199,12476,20675,420,https://txschools.net/district/ben-bolt-palito-blanco-isd-125902
778,1162,0,243906,City View ISD,Wichita,B,8200,13577,21777,1169,https://txschools.net/district/city-view-isd-243906
779,1162,0,116908,Quinlan ISD,Hunt,C,8211,11176,19387,2974,https://txschools.net/district/quinlan-isd-116908
780,1162,0,161906,La Vega ISD,McLennan,C,8213,12531,20744,3079,https://txschools.net/district/la-vega-isd-161906
781,1162,0,093904,Navasota ISD,Grimes,C,8228,12363,20591,3127,https://txschools.net/district/navasota-isd-093904
782,1162,0,114902,Coahoma ISD,Howard,C,8252,15462,23714,1157,https://txschools.net/district/coahoma-isd-114902
783,1162,0,170902,Conroe ISD,Montgomery,B,8266,12724,20990,72218,https://txschools.net/district/conroe-isd-170902
784,1162,0,234909,Fruitvale ISD,Van Zandt,B,8276,12069,20345,390,https://txschools.net/district/fruitvale-isd-234909
785,1162,0,194905,Detroit ISD,Red River,C,8278,15659,23937,469,https://txschools.net/district/detroit-isd-194905
786,1162,0,163903,Natalia ISD,Medina,C,8289,13214,21503,1301,https://txschools.net/district/natalia-isd-163903
787,1162,0,100908,West Hardin County CISD,Hardin,C,8298,10224,18522,506,https://txschools.net/district/west-hardin-county-cisd-100908
788,1162,0,230904,Union Hill ISD,Upshur,C,8324,11201,19525,254,https://txschools.net/district/union-hill-isd-230904
789,1162,0,205907,Taft ISD,San Patricio,C,8325,16841,25166,786,https://txschools.net/district/taft-isd-205907
790,1162,0,071908,Tornillo ISD,El Paso,B,8332,13830,22162,694,https://txschools.net/district/tornillo-isd-071908
791,1162,0,102903,Waskom ISD,Harrison,C,8334,12131,20465,764,https://txschools.net/district/waskom-isd-102903
792,1162,0,101920,Spring Branch ISD,Harris,B,8345,12780,21125,31584,https://txschools.net/district/spring-branch-isd-101920
793,1162,0,022004,Terlingua CSD,Brewster,D,8378,15015,23393,140,https://txschools.net/district/terlingua-csd-022004
794,1162,0,127901,Anson ISD,Jones,C,8402,11166,19568,702,https://txschools.net/district/anson-isd-127901
795,1162,0,178903,Calallen ISD,Nueces,B,8406,13056,21462,3677,https://txschools.net/district/calallen-isd-178903
796,1162,0,145901,Buffalo ISD,Leon,B,8415,11327,19742,971,https://txschools.net/district/buffalo-isd-145901
797,1162,0,109905,Hubbard ISD,Hill,C,8430,12017,20447,398,https://txschools.net/district/hubbard-isd-109905
798,1162,0,223902,Meadow ISD,Terry,B,8444,13954,22398,199,https://txschools.net/district/meadow-isd-223902
799,1162,0,244903,Vernon ISD,Wilbarger,C,8449,10349,18798,1685,https://txschools.net/district/vernon-isd-244903
800,1162,0,074903,Bonham ISD,Fannin,C,8455,24442,32897,1939,https://txschools.net/district/bonham-isd-074903
801,1162,0,207901,Schleicher ISD,Schleicher,B,8491,11315,19806,383,https://txschools.net/district/schleicher-isd-207901
802,1162,0,033904,White Deer ISD,Carson,B,8511,13653,22164,302,https://txschools.net/district/white-deer-isd-033904
803,1162,0,015907,San Antonio ISD,Bexar,C,8516,13895,22411,42508,https://txschools.net/district/san-antonio-isd-015907
804,1162,0,174909,Martinsville ISD,Nacogdoches,B,8525,10568,19093,315,https://txschools.net/district/martinsville-isd-174909
805,1162,0,178902,Bishop CISD,Nueces,A,8540,11496,20036,1427,https://txschools.net/district/bishop-cisd-178902
806,1162,0,161919,Bruceville-Eddy ISD,McLennan,C,8546,11816,20362,505,https://txschools.net/district/bruceville-eddy-isd-161919
807,1162,0,105902,San Marcos CISD,Hays,C,8557,12629,21186,8134,https://txschools.net/district/san-marcos-cisd-105902
808,1162,0,179901,Perryton ISD,Ochiltree,B,8597,11295,19892,1698,https://txschools.net/district/perryton-isd-179901
809,1162,0,230903,Ore City ISD,Upshur,C,8645,11117,19762,786,https://txschools.net/district/ore-city-isd-230903
810,1162,0,101856,Draw Academy,Harris,C,8647,10184,18831,695,https://txschools.net/district/draw-academy-101856
811,1162,0,013801,St Mary's Academy Charter School,Bee,C,8750,9996,18746,329,https://txschools.net/district/st-mary-s-academy-charter-school-013801
812,1162,0,138902,Knox City-O'Brien CISD,Knox,A,8769,15298,24067,183,https://txschools.net/district/knox-city-o-brien-cisd-138902
813,1162,0,232901,Knippa ISD,Uvalde,A,8772,9819,18591,408,https://txschools.net/district/knippa-isd-232901
814,1162,0,015912,Southwest ISD,Bexar,C,8785,12467,21252,14839,https://txschools.net/district/southwest-isd-015912
815,1162,0,226901,Christoval ISD,Tom Green,B,8814,11955,20769,628,https://txschools.net/district/christoval-isd-226901
816,1162,0,208901,Hermleigh ISD,Scurry,B,8839,13965,22804,265,https://txschools.net/district/hermleigh-isd-208901
817,1162,0,101871,A' Unlimited Potential,Harris,B,8846,8936,17782,190,https://txschools.net/district/a-unlimited-potential-101871
818,1162,0,194903,Rivercrest ISD,Red River,B,8901,11732,20633,665,https://txschools.net/district/rivercrest-isd-194903
819,1162,0,057848,International Leadership of Texas (ILTexas),Dallas,B,8915,9159,18074,26257,https://txschools.net/district/international-leadership-of-texas-iltexas-057848
820,1162,0,246913,Leander ISD,Williamson,B,8916,11627,20543,41854,https://txschools.net/district/leander-isd-246913
821,1162,0,085903,Southland ISD,Garza,B,8935,15751,24686,145,https://txschools.net/district/southland-isd-085903
822,1162,0,020906,Sweeny ISD,Brazoria,C,9087,13079,22166,1691,https://txschools.net/district/sweeny-isd-020906
823,1162,0,235904,Nursery ISD,Victoria,B,9143,11886,21029,179,https://txschools.net/district/nursery-isd-235904
824,1162,0,220811,East Fort Worth Montessori Academy,Tarrant,D,9150,9556,18706,106,https://txschools.net/district/east-fort-worth-montessori-academy-220811
825,1162,0,057903,Carrollton-Farmers Branch ISD,Dallas,B,9152,11879,21031,22831,https://txschools.net/district/carrollton-farmers-branch-isd-057903
826,1162,0,161901,Crawford ISD,McLennan,B,9162,11044,20206,585,https://txschools.net/district/crawford-isd-161901
827,1162,0,072910,Morgan Mill ISD,Erath,F,9165,10182,19347,132,https://txschools.net/district/morgan-mill-isd-072910
828,1162,0,187910,Onalaska ISD,Polk,B,9167,11877,21044,1206,https://txschools.net/district/onalaska-isd-187910
829,1162,0,149901,George West ISD,Live Oak,A,9181,13052,22233,1036,https://txschools.net/district/george-west-isd-149901
830,1162,0,043911,Princeton ISD,Collin,B,9193,19065,28258,11375,https://txschools.net/district/princeton-isd-043911
831,1162,0,028906,Prairie Lea ISD,Caldwell,F,9223,12959,22182,276,https://txschools.net/district/prairie-lea-isd-028906
832,1162,0,227912,Lago Vista ISD,Travis,C,9242,13075,22317,1864,https://txschools.net/district/lago-vista-isd-227912
833,1162,0,220917,Castleberry ISD,Tarrant,B,9249,11225,20474,3755,https://txschools.net/district/castleberry-isd-220917
834,1162,0,169909,Prairie Valley ISD,Montague,B,9278,11450,20728,138,https://txschools.net/district/prairie-valley-isd-169909
835,1162,0,047902,De Leon ISD,Comanche,A,9297,11519,20816,616,https://txschools.net/district/de-leon-isd-047902
836,1162,1,091902,Collinsville ISD,Grayson,B,9300,18070,27370,647,https://txschools.net/district/collinsville-isd-091902
836,1162,1,092904,Pine Tree ISD,Gregg,B,9300,10489,19789,4435,https://txschools.net/district/pine-tree-isd-092904
838,1162,0,058905,Klondike ISD,Dawson,A,9316,20820,30136,269,https://txschools.net/district/klondike-isd-058905
839,1162,0,015901,Alamo Heights ISD,Bexar,B,9324,17313,26637,4723,https://txschools.net/district/alamo-heights-isd-015901
840,1162,0,198901,Bremond ISD,Robertson,A,9362,13087,22449,461,https://txschools.net/district/bremond-isd-198901
841,1162,0,169908,Montague ISD,Montague,A,9368,8400,17768,170,https://txschools.net/district/montague-isd-169908
842,1162,0,018902,Meridian ISD,Bosque,C,9428,14944,24372,354,https://txschools.net/district/meridian-isd-018902
843,1162,0,112909,Saltillo ISD,Hopkins,A,9440,16088,25528,236,https://txschools.net/district/saltillo-isd-112909
844,1162,0,201903,Laneville ISD,Rusk,D,9451,12852,22303,104,https://txschools.net/district/laneville-isd-201903
845,1162,0,232902,Sabinal ISD,Uvalde,C,9476,14358,23834,447,https://txschools.net/district/sabinal-isd-232902
846,1162,0,223901,Brownfield ISD,Terry,C,9506,12059,21565,1587,https://txschools.net/district/brownfield-isd-223901
847,1162,0,061906,Ponder ISD,Denton,B,9511,12292,21803,1737,https://txschools.net/district/ponder-isd-061906
848,1162,0,076904,Rotan ISD,Fisher,C,9558,14131,23689,265,https://txschools.net/district/rotan-isd-076904
849,1162,0,140907,Springlake-Earth ISD,Lamb,A,9568,12063,21631,221,https://txschools.net/district/springlake-earth-isd-140907
850,1162,0,104903,Rule ISD,Haskell,B,9577,12835,22412,143,https://txschools.net/district/rule-isd-104903
851,1162,0,246904,Georgetown ISD,Williamson,B,9587,18509,28096,13951,https://txschools.net/district/georgetown-isd-246904
852,1162,0,015805,New Frontiers Public Schools Inc,Bexar,B,9639,10435,20074,335,https://txschools.net/district/new-frontiers-public-schools-inc-015805
853,1162,0,194904,Clarksville ISD,Red River,D,9659,13041,22700,504,https://txschools.net/district/clarksville-isd-194904
854,1162,0,091914,S and S CISD,Grayson,C,9710,12400,22110,923,https://txschools.net/district/s-and-s-cisd-091914
855,1162,1,013901,Beeville ISD,Bee,C,9729,11902,21631,2871,https://txschools.net/district/beeville-isd-013901
855,1162,1,236901,New Waverly ISD,Walker,B,9729,11810,21539,1064,https://txschools.net/district/new-waverly-isd-236901
